drug_1_name,drug_2_name,smiles_1,smiles_2,interaction_label
para-coumaric acid,midecamycin,OC(=O)/C=C/c1ccc(cc1)O,CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C,1
quisqualate,forsythoside B,OC(=O)[C@H](Cn1oc(=O)[nH]c1=O)N,OC[C@@]1(O)CO[C@H]([C@@H]1O)OC[C@H]1O[C@@H](OCCc2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1OC(=O)/C=C/c1ccc(c(c1)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O,0
staurosporine,MRS2698,CN[C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O,O[C@@H]1[C@@H](COP(=O)(OP(=O)(OP(=O)(O)O)O)O)O[C@H]([C@@H]1N)n1ccc(=O)[nH]c1=S,0
inositol 4-phosphate,VU0810464,O[C@@H]1[C@@H](OP(=O)(O)O)[C@H](O)[C@H]([C@@H]([C@@H]1O)O)O,O=C(Nc1cc(nn1C1CCCCC1)C)Cc1ccc(c(c1)Cl)F,0
vertilmicin,sulfanitran,CCN[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1O[C@H]1OC[C@]([C@@H]([C@H]1O)NC)(C)O)O)O[C@H]1OC(=CC[C@H]1N)C(N)C,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)[N+](=O)[O-],1
RTOXA-43,AL-37350A,O=S(C1=CC(C2=CC(C(N(C)CC3=CN=CC=C3)=O)=CC=C2)=CC=C1OC)(NC4=CC=CC(NCCNC(C5=CC(C)=CC=C5)=O)=C4)=O,C[C@@H](Cc1c[nH]c2c1c1CCCOc1cc2)N,0
avatrombopag,tolcapone,OC(=O)C1CCN(CC1)c1ncc(cc1Cl)C(=O)Nc1sc(c(n1)c1scc(c1)Cl)N1CCN(CC1)C1CCCCC1,Cc1ccc(cc1)C(=O)c1cc(O)c(c(c1)[N+](=O)[O-])O,1
BIIE0246,compound 10 [PMID: 15482908],NC(=NCCC[C@@H](C(=O)NCCn1c(=O)n(n(c1=O)c1ccccc1)c1ccccc1)NC(=O)CC1(CCCC1)CC(=O)N1CCN(CC1)C1c2ccccc2NC(=O)c2c1cccc2)N,N#Cc1cc(F)cc(c1)n1nnc(n1)c1[nH]cc(n1)C,0
acoramidis,A317491,CC1=C(C(=NN1)C)CCCOC2=C(C=CC(=C2)C(=O)O)F,O=C(c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O)N([C@H]1CCCc2c1cccc2)Cc1cccc(c1)Oc1ccccc1,0
L873724,[<sup>3</sup>H]RS 57639,CC(C[C@@H](C(=O)NCC#N)N[C@H](C(F)(F)F)c1ccc(cc1)c1ccc(cc1)S(=O)(=O)C)C,COc1cc(N)c(cc1C(=O)OCC1CCN(CC1)CCCc1ccc2c(c1)OCCO2)Cl,1
MLS1547,AZD3463,Clc1cc(CN2CCN(CC2)c2ccccn2)c(c2c1cccn2)O,COc1cc(ccc1Nc1ncc(c(n1)c1c[nH]c2c1cccc2)Cl)N1CCC(CC1)N,0
T5-8,squalamine,O=C1C(=O)c2cccnc2c2c1cccn2,NCCCCNCCCN[C@H]1CC[C@]2([C@H](C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CC[C@H](C(C)C)OS(=O)(=O)O)C)C)O)C,0
felbamate,[<sup>3</sup>H]RS 57639,NC(=O)OCC(c1ccccc1)COC(=O)N,COc1cc(N)c(cc1C(=O)OCC1CCN(CC1)CCCc1ccc2c(c1)OCCO2)Cl,0
[<sup>125</sup>I]epibatidine,MRS1132,Clc1ccc(cn1)C1CC2NC1CC2,O=c1c(Cl)c(oc2c1cccc2)c1ccccc1,0
pertechnetate,Ro20-1724,[O-][Tc](=O)(=O)=O,CCCCOc1cc(ccc1OC)CC1CNC(=O)N1,1
BIBP3226,bilirubin,O=C([C@H](NC(=O)C(c1ccccc1)c1ccccc1)CCCN=C(N)N)NCc1ccc(cc1)O,C=CC1=C(C)/C(=C/c2[nH]c(c(c2C)CCC(=O)O)Cc2[nH]c(c(c2CCC(=O)O)C)/C=C/2\NC(=O)C(=C2C=C)C)/NC1=O,0
MLS1547,ezutromid,Clc1cc(CN2CCN(CC2)c2ccccn2)c(c2c1cccn2)O,CCS(=O)(=O)c1ccc2c(c1)nc(o2)c1ccc2c(c1)cccc2,1
naloxone benzoylhydrazone,piperaquine,C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2/C(=N/NC(=O)c2ccccc2)/CC4)c(cc1)O)O,Clc1ccc2c(c1)nccc2N1CCN(CC1)CCCN1CCN(CC1)c1ccnc2c1ccc(c2)Cl,0
(+)-sulpiride,URB597,CCN1CCC[C@@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,O=C(Oc1cccc(c1)c1cccc(c1)C(=O)N)NC1CCCCC1,1
CHR-3996,Cdk2 inhibitor IV,ONC(=O)c1cnc(nc1)N1C[C@@H]2[C@H](C1)[C@H]2NCc1ccc2c(n1)ccc(c2)F,CCN(C(=O)c1ccc(cc1)Nc1nc(OCC2CCCCC2)c2c(n1)nc[nH]2)CC,0
teniposide,[<sup>123</sup>I]AM251,COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@@H](c2c1cc1OCOc1c2)O[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H]([C@H]1O)O)c1cccs1,[123I]c1ccc(cc1)c1c(C)c(nn1c1ccc(cc1Cl)Cl)C(=O)NN1CCCCC1,0
"3,4-dichlorobenzamil",CITCO,N/C(=N\Cc1ccc(c(c1)Cl)Cl)/NC(=O)c1nc(Cl)c(nc1N)N,Clc1ccc(cc1)c1nc2n(c1/C=N/OCc1ccc(c(c1)Cl)Cl)ccs2,0
ALRT 1550,sphinganine 1-phosphate,C/C(=C\C=C\C(=C\C(=O)O)\C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,CCCCCCCCCCCCCCC[C@H]([C@H](COP(=O)([O-])[O-])[NH3+])O,0
galidesivir,cetefloxacin,c1c(c2c([nH]1)c(ncn2)N)[C@H]1[C@@H]([C@@H]([C@H](N1)CO)O)O,Fc1ccc(c(c1)F)n1cc(C(=O)O)c(=O)c2c1cc(c(c2)F)N1C[C@H]([C@@H]1C)N,1
lifitegrast,amelenodor,OC(=O)[C@@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C2)C(=O)c1ccc2c(c1)occ2)Cc1cccc(c1)S(=O)(=O)C,CC1=NC(=CC=C1)OC2=CC(=CC(=C2)OC3=CC=CC(=N3)C)OC4=CC=CC(=N4)C,0
ezutromid,bamocaftor,CCS(=O)(=O)c1ccc2c(c1)nc(o2)c1ccc2c(c1)cccc2,C[C@@H]1CN(C(C1)(C)C)c1nc(ccc1C(=O)NS(=O)(=O)c1ccccc1)n1ccc(n1)OCCC1(CC1)C(F)(F)F,0
7-hydroxycholesterol,GW583340,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C(O)C=C2[C@]1(C)CC[C@@H](C2)O)C)C,Fc1cccc(c1)COc1ccc(cc1Cl)Nc1ncnc2c1cc(cc2)c1csc(n1)CNCCS(=O)(=O)C.Cl.Cl,1
bambuterol,pelitinib,O=C(N(C)C)Oc1cc(cc(c1)OC(=O)N(C)C)C(CNC(C)(C)C)O,CCOc1cc2ncc(c(c2cc1NC(=O)/C=C/CN(C)C)Nc1ccc(c(c1)Cl)F)C#N,1
camonsertib,methacholine,C[C@@H]1COCCN1c1nc2c(cnn2c2ccn[nH]2)c(c1)C1(C[C@H]2CC[C@@H](C1)O2)O,CC(C[N+](C)(C)C)OC(=O)C,0
ellagic acid,22R-hydroxycholesterol,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,CC(CC[C@H]([C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C)O)C,0
BQ123,TIP39-(3-39) (human/bovine),CC(C[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H](NC1=O)Cc1c[nH]c2c1cccc2)CC(=O)O)C(C)C)C,CSCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,0
pioglitazone,[<sup>125</sup>I]apelin-13,CCc1ccc(nc1)CCOc1ccc(cc1)CC1SC(=O)NC1=O,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,1
pioglitazone,inositol 3-phosphate,CCc1ccc(nc1)CCOc1ccc(cc1)CC1SC(=O)NC1=O,O[C@@H]1[C@H](OP(=O)(O)O)[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)O,1
amelenodor,vialinin A,CC1=NC(=CC=C1)OC2=CC(=CC(=C2)OC3=CC=CC(=N3)C)OC4=CC=CC(=N4)C,O=C(Oc1c(c2ccc(cc2)O)c(O)c(c(c1OC(=O)Cc1ccccc1)c1ccc(cc1)O)O)Cc1ccccc1,1
picrotin,4-trimethylammoniobutanal,O=C1O[C@@H]2[C@H]([C@H]1[C@]1(O)C[C@@H]3[C@]4([C@@]1([C@@H]2OC4=O)C)O3)C(O)(C)C,O=CCCC[N+](C)(C)C,1
inositol 4-phosphate,[<sup>3</sup>H]digoxin,O[C@@H]1[C@@H](OP(=O)(O)O)[C@H](O)[C@H]([C@@H]([C@@H]1O)O)O,O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)[C@H](O)C[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,0
MRS1505,maresin 1,CCCOC(=O)c1c(nc(c(c1CC)C(=O)SCCC)CC)c1cccc(c1)Cl,CC/C=C\C/C=C\C[C@@H](/C=C/C=C/C=C/[C@@H](C/C=C\CCC(=O)O)O)O,0
dendrophenol,PET-UNK-29afea89-2,COC1=CC(=CC(=C1O)OC)CCC2=CC(=C(C=C2)O)OC,CO[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc1cncc2ccccc12,0
CCG-63808,[<sup>18</sup>F]FMBP,N#C/C(=C\c1c(Oc2ccc(cc2)F)nc2n(c1=O)cccc2C)/c1nc2c(s1)cccc2,CC1=CC(CNC(=O)C2=CC(=NC=N2)C(=O)NCC3=CC=C(OCC[18F])C=C3)=CC=C1F,0
verinurad,PET-UNK-29afea89-2,N#Cc1ccc(c2c1cccc2)c1cnccc1SC(C(=O)O)(C)C,CO[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc1cncc2ccccc12,0
GW-2580,NGB 2904,COc1cc(ccc1OCc1ccc(cc1)OC)Cc1cnc(nc1N)N,O=C(c1ccc2c(c1)Cc1c2cccc1)NCCCCN1CCN(CC1)c1cccc(c1Cl)Cl,0
N-methyl scopolamine,IRAK-1/4 inhibitor,OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2[C@@H]3[C@H]([C@H](C1)[N+]2(C)C)O3,O=C(c1cccc(c1)[N+](=O)[O-])Nc1nc2c(n1CCN1CCOCC1)cccc2,1
WAY-855,ivacaftor,OC(=O)[C@@]1(N)[C@H]2C[C@H]3[C@@H]1[C@]3(C2)C(=O)O,O=C(c1c[nH]c2c(c1=O)cccc2)Nc1cc(O)c(cc1C(C)(C)C)C(C)(C)C,1
imbutamine,SLF80821178,NCCCCc1cnc[nH]1,O=C(N1CCNCC1)NC2=CC=C(CCCCCCCCCC)C=C2,0
linopirdine,baloxavir marboxil,O=C1N(c2ccccc2)c2c(C1(Cc1ccncc1)Cc1ccncc1)cccc2,COC(=O)OCOc1c2C(=O)N3CCOC[C@H]3N(n2ccc1=O)[C@H]1c2c(CSc3ccccc13)c(c(cc2)F)F,1
RKI-1447,piperaquine,O=C(Nc1scc(n1)c1ccncc1)NCc1cccc(c1)O,Clc1ccc2c(c1)nccc2N1CCN(CC1)CCCN1CCN(CC1)c1ccnc2c1ccc(c2)Cl,0
IHMT-MST1-58,compound 14 [PMID: 34333981],CN1c2cnc(Nc3ccc(S(=O)(=O)N)cc3)nc2N(C)C(c2ccccc2C)C1=O,C(Cc1c[nH]cn1)Nc1nc(Nc2cccc(CN3CCOCC3)c2)ncc1C1CC1,1
EMPA,alimemazine,COc1ccc(cn1)N(S(=O)(=O)c1ccccc1C)CC(=O)N(Cc1cccnc1)CC,CN(CC(CN1c2ccccc2Sc2c1cccc2)C)C,0
gestodene,compound 17 [PMID: 29741897],C#C[C@]1(O)C=C[C@@H]2[C@]1(CC)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,OCC(=O)[C@@]12CN(C[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@]2([C@H]1C[C@@H](C1=CC(=O)C=C[C@]21C)F)F)Cc1cccc(c1)Cl,1
AM095,retatrutide,OC(=O)Cc1ccc(cc1)c1ccc(cc1)c1onc(c1NC(=O)O[C@@H](c1ccccc1)C)C,CC[C@H](C)C(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N3CCC[C@H]3C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC6=CC=CC=C6)NC(=O)[C@H](C)NC(=O)C(C)(C)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)CC[C@@H](C(=O)O)NC(=O)CCCCCCCCCCCCCCCCCCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@](C)(CC(C)C)NC(=O)C([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H](CC7=CC=C(C=C7)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC8=CC=CC=C8)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)C(C)(C)NC(=O)[C@H](CC9=CC=C(C=C9)O)N,1
compound 25 [PMID: 32687365],ORG-37684,OC(=O)Cc1ccc(cc1)NCc1ccc(cc1Cl)OCc1c(onc1c1c(Cl)cccc1Cl)C(C)C,COc1ccc2c(c1O[C@@H]1CNCC1)CCC2,0
BBO-10203,CLUL1 (52-77),O=C(C=C)N1[C@H](C)C2=CC(C3=C(C4=C(F)C=C(F)C=C4OCCOC)C=5SC=CC5C(C6=CC=C7N(C)N=CC7=C6)=N3)=NN2CC1,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)[C@H](O)C)CO)CCSC)CC(C)C)CC(=O)N)[C@H](O)C)Cc1c[nH]cn1)CCC(=O)O)CCCCN)CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)CNC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H](N)C)CC(C)C)CCCCN)CCC(=O)N)CCSC)CCCCN)CCSC)CCSC)CCC(=O)O)CCCN=C(N)N,0
RKI-1447,midecamycin,O=C(Nc1scc(n1)c1ccncc1)NCc1cccc(c1)O,CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C,0
L-372662,GSK-461364A,COc1cc(ccc1C(=O)N1CCC(CC1)N1C(=O)OCc2c1cccc2)OC1CCN(CC1)Cc1ccc[n+](c1C)[O-],CN1CCN(CC1)Cc1ccc2c(c1)n(cn2)c1cc(c(s1)C(=O)N)O[C@@H](c1ccccc1C(F)(F)F)C,0
cytochalasin B,reproxalap,C[C@@H]1CCC[C@@H](O)/C=C/C(=O)O[C@@]23[C@@H](/C=C/C1)[C@H](O)C(=C)[C@H]([C@H]3[C@@H](NC2=O)Cc1ccccc1)C,Clc1ccc2c(c1)cc(c(n2)C(O)(C)C)N,0
[<sup>3</sup>H]citalopram,VU0155041,N#Cc1ccc2c(c1)COC2(CCCN(C)C)c1ccc(cc1)F,O=C([C@H]1CCCC[C@H]1C(=O)O)Nc1cc(Cl)cc(c1)Cl,0
reproxalap,vialinin A,Clc1ccc2c(c1)cc(c(n2)C(O)(C)C)N,O=C(Oc1c(c2ccc(cc2)O)c(O)c(c(c1OC(=O)Cc1ccccc1)c1ccc(cc1)O)O)Cc1ccccc1,1
7&alpha;-F-ginkgolide B,ifetroban,O=C1O[C@@H]2[C@@](C1C)(O)[C@]13C4(C2O)C(OC3=O)C(C(C24C(O1)OC(=O)[C@@H]2O)C(C)(C)C)F,CCCCCNC(=O)c1coc(n1)[C@@H]1[C@H]2CC[C@@H]([C@@H]1Cc1ccccc1CCC(=O)O)O2,0
bradanicline,AZD6482,O=C(c1cc2c(o1)cccc2)N[C@@H]1C2CCN([C@H]1Cc1cccnc1)CC2,Cc1cc([C@H](Nc2ccccc2C(=O)O)C)c2n(c1)c(=O)cc(n2)N1CCOCC1,0
7-hydroxycholesterol,HC-7366,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C(O)C=C2[C@]1(C)CC[C@@H](C2)O)C)C,CNC(=O)C1=C2C=NC(=CN2C=N1)C3=C(C=CC(=C3F)NS(=O)(=O)C4=C(N=CC(=C4)Cl)OC)F,1
GPI-1046,sibutramine,CCC(C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1)(C)C,CC(CC(C1(CCC1)c1ccc(cc1)Cl)N(C)C)C,0
felbamate,zidebactam,NC(=O)OCC(c1ccccc1)COC(=O)N,O=C([C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O)NNC(=O)[C@@H]1CCCNC1,0
LG100268,BRD1158,Cc1cc2c(cc1C1(CC1)c1ccc(cn1)C(=O)O)C(C)(C)CCC2(C)C,CS(=O)(=O)C1=CC=C(C=C1)C2=NC(NCC3=COC=C3)=CC=C2,0
DA-302168S,LY466195,O=C(O)C1=CC=2N(C[C@@H]3CCO3)C(=NC2C=C1)CC4=C(F)C=C(C=C4)C5=NC(OCC6=CC=C(Cl)C7=C6OC=C7)=C(F)C=C5,OC(=O)C1NCC2C(C1)CC(CC2)CN1CC(CC1C(=O)O)(F)F,1
S9947,benzoquinone,O=C(NCc1ccccc1c1ccccc1C(=O)NCCc1ccccn1)OCc1ccccc1,O=C1C=CC(=O)C=C1,1
naquotinib,CM4620,C=CC(=O)N1CC[C@H](C1)Oc1nc(Nc2ccc(cc2)N2CCC(CC2)N2CCN(CC2)C)c(nc1CC)C(=O)N,Clc1cc2OC(Oc2cc1c1ncc(nc1)NC(=O)c1c(C)cccc1F)(F)F,0
TNP-ATP,JNJ-17156516,NC1=NC=NC2=[N+](C=NC12)c1oc(c2c1OC1(O2)C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])COP(=O)(OP(=O)(OP(=O)([O-])[O-])O)O,COc1ccc(cc1)n1nc(cc1c1ccc(c(c1)Cl)Cl)C[C@@H](c1cccc(c1)C)C(=O)O,0
caffeic acid,LUF7602,OC(=O)/C=C/c1ccc(c(c1)O)O,CCCn1c(=O)c2n3ccc(cc3nc2n(c1=O)CCCCNC(=O)c1ccc(cc1)S(=O)(=O)F)OC,0
Ro-0505124,NE58027,CN1CCN(CC1)c1ccc(cc1)Nc1nc(c(s1)C(=O)c1ccc2c(c1)OCCO2)N,OP(=O)(C(P(=O)(O)O)(CC1CCCCN1)O)O,0
dotinurad,adaptavir,O=C(N1CS(=O)(=O)c2c1cccc2)c1cc(Cl)c(c(c1)Cl)O,C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CO)NC(=O)[C@@H](C)N)O,0
nalorphine,HC030031,C=CCN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](C=C4)O)c(cc1)O,O=C(Cn1cnc2c1c(=O)n(C)c(=O)n2C)Nc1ccc(cc1)C(C)C,1
[<sup>3</sup>H]BSP,cefbuperazone,Brc1c(Br)c(Br)c2c(c1Br)C(=O)OC2(c1ccc(c(c1)S(=O)(=O)[O-])O)c1ccc(c(c1)S(=O)(=O)[O-])O.[Na+].[Na+],CCN1CCN(C(=O)C1=O)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@]1([C@@H]2N(C1=O)C(=C(CS2)CSc1nnnn1C)C(=O)O)OC,0
compound 47 [PMID: 35640059],VPS34-IN-1,O=C(NCc1ccc(C(=O)O)cc1)c1c(Cc2ccc(F)cc2)sc2c1CCOC2,Clc1nccc(c1)Nc1nccc(n1)c1cnc(nc1CC1CC1)NCC(O)(C)C,0
AZ20,compound 104 [WO2023245166],C[C@@H]1COCCN1c1cc(nc(n1)c1cccc2c1cc[nH]2)C1(CC1)S(=O)(=O)C,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3=CC4=C(C=CC(=C4)Cl)NC3=O)C#N)C,0
AN0128,&beta;-FNA,O=C(c1ncccc1O)OB(c1ccc(c(c1)Cl)C)c1ccc(c(c1)Cl)C,COC(=O)/C=C/C(=O)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,1
BQ123,[<sup>3</sup>H]digoxin,CC(C[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H](NC1=O)Cc1c[nH]c2c1cccc2)CC(=O)O)C(C)C)C,O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)[C@H](O)C[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,0
AGN 191976,edoxaban,CCCCC[C@@H](CC[C@H]1[C@@H]2OC(=O)O[C@H]([C@@H]1C/C=C\CCCC(=O)O)C2)O,CN1CCc2c(C1)sc(n2)C(=O)N[C@@H]1C[C@H](CC[C@@H]1NC(=O)C(=O)Nc1ccc(cn1)Cl)C(=O)N(C)C,0
bambuterol,inositol 3-phosphate,O=C(N(C)C)Oc1cc(cc(c1)OC(=O)N(C)C)C(CNC(C)(C)C)O,O[C@@H]1[C@H](OP(=O)(O)O)[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)O,1
TXA6101,osimertinib,C1=CC(=CC=C1C2=C(OC(=N2)COC3=C(C(=C(C=C3)F)C(=O)N)F)Br)C(F)(F)F,C=CC(=O)Nc1cc(Nc2nccc(n2)c2cn(c3c2cccc3)C)c(cc1N(CCN(C)C)C)OC,0
streptonigrin,compound 3 [PMID: 17942791],COC1=C(OC)C=C/C(=c\2/c(N)c([nH]c(c2C)C(=O)O)c2ccc3c(n2)C(=O)C(=C(C3=O)OC)N)/C1=O,OC(=O)c1ccc(cc1)NC(c1ccc2c(c1O)nccc2)c1ccccc1,0
22R-hydroxycholesterol,idazoxan,CC(CC[C@H]([C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C)O)C,C1CN=C(N1)C2COC3=CC=CC=C3O2,0
RF9,pradigastat,NC(=N)NCCC[C@@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)NC(=O)C12CC3CC(C2)CC(C1)C3,OC(=O)C[C@@H]1CC[C@H](CC1)c1ccc(cc1)c1ccc(cn1)Nc1ccc(nc1)C(F)(F)F,0
NIC-0102,compound 52 [PMID: 32902255],OB([C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1c(F)cccc1F)O,NC1=C(C#N)C(=CC(=N1)C2=CC=C(F)C=C2)C3=CC(O)=C(O)C=C3,0
NS1643,VPS34-IN-1,O=C(Nc1cc(ccc1O)C(F)(F)F)Nc1cc(ccc1O)C(F)(F)F,Clc1nccc(c1)Nc1nccc(n1)c1cnc(nc1CC1CC1)NCC(O)(C)C,0
AM-37,GSK-461364A,COc1ccc(cc1)NC(=O)N[C@@H](C(=O)NCC1(CCCCC1)c1cccnc1)Cc1c[nH]c2c1cccc2,CN1CCN(CC1)Cc1ccc2c(c1)n(cn2)c1cc(c(s1)C(=O)N)O[C@@H](c1ccccc1C(F)(F)F)C,0
